,name,score
1903,Cary Me Back,25927.02265974076
1904,Tesselation,25111.67714349943
1905,Head Out,29766.924511118603
1906,Kokopelli,21920.190420645555
1907,¿Whodunit?,41868.17414920365
1908,Chasing My Tail,6344.478147656171
1909,Ceiling Zero,5600.72000315535
1910,Skiptracing (Reprise),5990.754371752845
1911,Order,6447.625928596911
1912,$4.99,7414.9754418915845
1913,Junk Bat,5325.209978888026
1914,Dour Girl,5587.994631519944
1915,I Heard Ya,5586.304104784102
1916,Get A Hold Of Yourself,6162.1029146321625
1917,Polarizer,7963.122756949413
1918,Benchmarks,6716.694120602392
1919,Choice,5496.557078459089
1920,Crocodile Tears,6149.038833444502
1921,Those Eggs Aren't Dippy,13562.313352128012
1922,Just Take My Wallet,6149.883141760019
1923,Seltzer,5831.790481964605
1924,Astronaut,5826.868811328924
1925,Easy Eyes,5826.869761178666
1926,Tragic Bean,5365.252077182102
1927,Pup,6384.008692080073
1928,Spring Cleaning,5968.020417350294
1929,Echo Co Co,5560.175766369474
1930,Comb Attack,6433.711916741737
1931,Darren,6662.06019996113
1932,Sod,14453.826752439183
1933,Whisper,6574.863806110842
1934,Wise,5867.757169868964
1935,Doctor,6244.551376626575
1936,Growing Baby,5522.683663580538
1937,Out of the Box,6091.186496840515
1938,The Motions of Fun,5330.977856151089
1939,Underneath,6781.158533413694
1940,Thrower,5429.711188023009
1941,Benny Worm,6912.469216200735
1942,I Hope You Miss Me In Heaven,5497.401220212821
1943,Love Cookie,5702.855340453401
1944,Everything Bagel,5429.719557354125
1945,The Ground is Not So Far,5757.651071000815
1946,Shucks,5583.076837775877
1947,Coral,6007.2094308115975
1948,Goldie,7405.987479403485
1949,Undie,39023.1181246213
1950,Bubblegun,37263.32170338582
1951,Sticky Flower,30111.99202499254
1952,Words of Wisdom,39552.09445907095
1953,Oh Lugsury,25927.02495419583
1954,Penny,25111.679368425554
1955,Richter,29766.926736044727
1956,Broken Record,21920.192506513795
1957,Sleep Talk,41868.1765827166
1958,Dumpster Girl,6344.480024937589
1959,Dialtone,5600.721810907828
1960,Elder,5990.75360693449
1961,Tall Long Blonde Cowboy Party,6447.625163778555
1962,Once I'm In My Head,7414.975650478409
1963,Lima Bean Man,5325.209770301201
1964,Love and Co.,5587.994214346296
1965,Behead it All,5586.303479023629
1966,Black Pepper,6162.102566987456
1967,No More,7963.122478833648
1968,Jamie,6716.691478502618
1969,Baby Got No Heart,5496.556383169675
1970,Huts,6149.038902973444
1971,Love Bug,13562.310849086121
1972,Calm Water Fast Living,6149.882794115312
1973,Freefall,5831.789439030484
1974,Gift of Eden,5826.868533213158
1975,Shattered Molars,5826.869691649725
1976,Pumpkin Pie,5365.252146711044
1977,Mr Backwards,6384.007857732777
1978,Eyelash,5968.020139234529
1979,6B,5560.176114014182
1980,Don't Say That One Word I Think Is Funny,6433.711360510205
1981,Jozz,6662.059991374306
1982,Eating On The Go,14453.827656315423
1983,Estranger,6574.8637365819
1984,At The Store,5867.755431645429
1985,Angel,6244.551446155516
1986,What Did You Do,5522.683872167362
1987,Blood Pump,6091.185940608983
1988,Performer,5330.978690498386
1989,Cooking with Abigail,6781.158255297929
1990,Not For Your Throat,5429.70979744418
1991,Pavlov,6912.468312324496
1992,Wet Willy,5497.401011625997
1993,Hot Dog,5702.856035742816
1994,Cupid,5429.719418296242
1995,Loco Ocean,5757.65079288505
1996,Eleven o Clock,5583.076837775877
1997,Lice,6007.209291753715
1998,Epoch Elliptic,7405.987340345602
1999,4379,5770.540534800452
2000,Great Lake,6533.977141174832
2001,Sine,5279.572419734377
2002,Boo,6038.085392009022
2003,Lick my Common Sense,5685.719663111687
2004,Peppermint,5724.907290741752
2005,Teacup,5431.241756952603
2006,Bumblebees Are Out,5723.382226967654
2007,Pearls,5326.906578136808
2008,Pull,7476.89829936274
2009,Is Anyone There,59831.406530081695
2010,The Ballad of Hamantha,145651.57058146162
2011,Telegraph Road,34009.57701924399
2012,didya think,31385.568938048902
2013,Club Intro,40258.51839625237
2014,Windowpane,23751.24196060511
2015,Note to Self,35336.07361697309
2016,You and Me,24399.990723236067
2017,Undeniable,37152.53771222446
2018,Timeline,21939.363906545128
2019,Rollercoaster Baby,29096.456923663023
2020,Elegy,22984.24838695662
2021,Weeping Willow,27206.540674149255
2022,The Chat,24786.466865441605
2023,10/10,41152.93508092227
2024,LA CANCIÓN,15176.368562655023
2025,Iron Lungs,24589.327249835915
2026,Satan's Overture Pt. 1,28589.19955999627
2027,Indian Man,27462.880607004532
2028,XVI,13833.237095692317
2029,Freak Out,22828.004387335754
2030,Demon With Glass Sword,17570.498877502425
2031,Cocaine,29155.842259050372
2032,11:11,32536.997119431053
2033,Is This Love,33510.97002881577
2034,Flamingo,35238.021123543724
2035,Make Believe,25621.998278609295
2036,OKRA,42987.53469738854
2037,She,50020.10929436055
2038,Big Fig Wasp,41714.64289076894
2039,Under Denver,19571.025076951897
2040,The Illest Villains,20163.61791181726
2041,Accordion,22371.464047810266
2042,Meat Grinder,11454.887810714225
2043,Bistro,25535.985948474987
2044,Raid,39705.28486746316
2045,America's Most Blunted,13891.086599753853
2046,Sickfit,29152.95081236785
2047,Rainbows,16202.929499259244
2048,Curls,8962.196085356725
2049,Do Not Fire!,5770.538727047975
2050,Money Folder,6533.975124835531
2051,Shadows of Tomorrow,5279.5706815108415
2052,Operation Lifesaver aka Mint Test,6038.083584256545
2053,Figaro,5685.716256193557
2054,Hardcore Hustle,5724.905413460334
2055,Strange Ways,5431.238280505532
2056,Fancy Clown,5723.380280157294
2057,Eye,5326.904839913273
2058,Supervillain Theme,7476.89586584979
2059,Great Day,59831.40291457674
2060,Rhinestone Cowboy,145651.56912135385
2061,From Out of Nowhere,34009.57840982282
2062,"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",31385.572275438088
2063,The Message,40258.51839625237
2064,Burfi,23751.242099662995
2065,Still Counting,35336.07646765968
2066,EARFQUAKE - Channel Tres Remix,24399.992530988544
2067,Dancing In The Street - Stereo,37152.53812939811
2068,Edition,21939.36418466089
2069,Uno,29096.460817283743
2070,big fat mouth,22984.251585287926
2071,barcelona boots,27206.54338577797
2072,too long,24786.465892036424
2073,water damage,41152.932230235674
2074,tossing and turning,15176.368979828672
2075,blackboard.edu,24589.326832662267
2076,Drugs 2,28589.19858659109
2077,Blow,27462.87998124406
2078,OMG,13833.235913700313
2079,Chronic,22828.00355298846
2080,Payday,17570.49797362619
2081,Respect That,29155.842467637198
2082,Genocide,32536.99844048094
2083,Stoner Chick,33510.97287950237
2084,Pluto Projector,35238.02515622232
2085,Always,25621.99800049353
2086,10/10,42987.53789571985
2087,Laser Lights,50020.11047635255
2088,Face to Face,41714.64643674495
2089,Stressed Out,19571.02869245685
2090,Never Had The Balls,20163.623265545746
2091,Pluto Projector,22371.467593786278
2092,Every Way,11454.891426219177
2093,It Gets Better,25535.990537385118
2094,It's Not The Same Anymore,39705.288622026
2095,Every Hour,13891.090701961397
2096,Selah,29152.955957509515
2097,Follow God,16202.933740524672
2098,Closed On Sunday,8962.200187564269
2099,On God,19774.612281374248
2100,Everything We Need,28572.74491700375
2101,Water,34463.22264503198
2102,God Is,34468.81869843076
2103,Hands On,36284.7762323988
2104,Use This Gospel,8362.64977875974
2105,Jesus Is Lord,42279.75554614756
2106,Dionysus,38945.25120573172
2107,If You Could Read My Mind,33951.039994372426
2108,Jungle,30537.30831275011
2109,House of Clocks,31112.429668874243
2110,BTFL,34348.19451360323
2111,Silicon Valley,28067.353765716853
2112,Me No Evil,33134.506055417216
2113,Modern Boi,36075.25146149968
2114,Tell Me Nothing,26865.202974753505
2115,Trashman,31194.0335575729
2116,Play God,43790.499343137766
2117,Liquor Locker,39639.973667303886
2118,Money,28330.313172903792
2119,All That,33190.499260365206
2120,Art School,40008.11845252329
2121,Hunting For Sport,26131.629022745637
2122,Crash Test Rating,36963.55270868692
2123,Strawberita,38029.64058486495
2124,Summertime,23906.143330649844
2125,Eat Shit,42462.63594315707
2126,Trying 2 Fool U,45390.487679066966
2127,I'm My Own Doctor,53799.27327057939
2128,Name Brand,39223.47855214057
2129,Ezra and Marla,20938.079555718534
2130,valentine (prod. flavors),74648.95063435055
2131,"Palace/Curse (feat. Tyler, The Creator & Steve Lacy)",33280.5780896532
2132,Only in the West,38123.114682811945
2133,Gutter Girl,45303.79083695941
2134,Sad Saturdays,45613.74821165476
2135,Him & I (with Halsey),26641.76945671175
2136,you're my world,23452.65704291159
2137,alarm,37166.45234116225
2138,broken record,35601.5843263099
2139,Hesitation,32188.700218370093
2140,Malibu,31897.24192389495
2141,Bathroom Song,35761.22822308853
2142,Homecoming,27341.0733839211
2143,Jacuzzi,22770.152583036925
2144,Tastes Good,40677.22437310307
2145,Dirty Dreamer (XXX),34714.983816783286
2146,Wildflower,32178.350493090984
2147,Just After Midnight,36120.04060875294
2148,San Francisco Dating Life,30257.728940825673
2149,Pretty Girl,19774.610265034946
2150,RUDEBWOY (feat. Joey Bada$$),28572.745890408933
2151,Flex,34463.22236691622
2152,walk away as the door slams - acoustic,34468.820228067474
2153,Location,36284.77699721715
2154,Love Scars,8362.64929205715
2155,Castaway,42279.75943976828
2156,Crime Pays,38945.25273536843
2157,STARGAZING,33951.04291458797
2158,CAROUSEL,30537.312693073418
2159,SICKO MODE,31112.43279767661
2160,R.I.P. SCREW,34348.19778146348
2161,STOP TRYING TO BE GOD,28067.355712527213
2162,NO BYSTANDERS,33134.50974045111
2163,SKELETONS,36075.254312186284
2164,WAKE UP,26865.20714648999
2165,5% TINT,31194.03696449103
2166,NC-17,43790.500733716595
2167,ASTROTHUNDER,39639.97457118012
2168,YOSEMITE,28330.318526632283
2169,CAN'T SAY,33190.50085953086
2170,WHO? WHAT!,40008.12172038353
2171,BUTTERFLY EFFECT,26131.63103908494
2172,HOUSTONFORNICATION,36963.55472502622
2173,COFFEE BEAN,38029.643922254145
2174,90210 (feat. Kacy Hill),23906.145764162793
2175,Antidote,42462.63823761213
2176,Yellow Hearts,45390.485523669784
2177,Obrigado,53799.274174455626
2178,Freestyle S**t,39223.48042942199
2179,Half Manne Half Cocaine,20938.078999487
2180,Massage Seats,74648.9493828296
2181,Palmolive (feat. Pusha T & Killer Mike),33280.58128798451
2182,Fake Names,38123.11739444066
2183,Flat Tummy Tea,45303.79083695941
2184,Situations,45613.74612578652
2185,Giannis (feat. Anderson .Paak),26641.7690395381
2186,Practice,23452.657181969473
2187,Cataracts,37166.45310598061
2188,Gat Damn,35601.58724652544
2189,Education (feat. Yasiin Bey & Black Thought),32188.703069056693
2190,Soul Right,31897.245956573555
2191,Shattered Dreams,35761.23135189089
2192,Red Water,27341.076790839226
2193,Cold Summers,22770.155850897172
2194,Nowhere2go,40677.227710492254
2195,December 24,34714.98750181718
2196,Ontheway! (feat. Standing On The Corner),32178.353969538057
2197,The Mint (feat. Navy Blue),36120.04248603436
2198,The Bends,30257.72692448637
2199,Loosie,14562.911912602049
2200,Azucar,15901.970564990552
2201,Eclipse,20288.143761127772
2202,Veins,16114.71539308645
2203,Playing Possum (feat. Cheryl Harris & Keorapetse Kgositsile),12508.935897026726
2204,Peanut,62667.137268992214
2205,Bastard,45100.215498502446
2206,YYZ,46106.760973363926
2207,Brian Eno,107934.6098777888
2208,Oldie,31432.39248153319
2209,Two®,41962.84149383171
2210,444+222,35124.52237142451
2211,Sauce It Up,32103.200046725906
2212,No Sleep Leak,37619.75953640489
2213,The Way Life Goes (feat. Oh Wonder),30036.503073148808
2214,For Real,39638.278163011775
2215,Feelings Mutual,43903.99955470457
2216,Neon Guts (feat. Pharrell Williams),46633.86474122579
2217,Early 20 Rager,32294.05731660765
2218,UnFazed (feat. The Weeknd),44809.09256841569
2219,Pretty Mami,34192.29063720606
2220,How to Talk,29485.137610700243
2221,X,33796.489618288295
2222,Malfunction,29420.839301432017
2223,Dark Queen,30996.564374654274
2224,XO Tour Llif3,30903.762759944784
2225,Skir Skirr,37171.883965210276
2226,Loaded,28892.88194159977
2227,Diamonds All on My Wrist,46516.296293360625
2228,I Thought About Killing You,41261.5069591303
2229,French (feat. Hodgy),29299.534424797745
2230,Paradise,39329.85249130787
2231,Pornography,59590.67286727904
2232,Oh My Dis Side (feat. Quavo),78351.94220815533
2233,3500 (feat. Future & 2 Chainz),39983.520479158826
2234,Wasted (feat. Juicy J),52083.07379861923
2235,Pray 4 Love (feat. The Weeknd),54553.20599499963
2236,Nightcrawler (feat. Swae Lee & Chief Keef),28216.479254391077
2237,Piss On Your Grave (feat. Kanye West),41141.73398438723
2238,Impossible,59366.73145055698
2239,Maria I'm Drunk (feat. Justin Bieber & Young Thug),35393.933257396944
2240,Flying High (feat. Toro y Moi),39958.579836371224
2241,I Can Tell,37214.80612552388
2242,Apple Pie,70862.32895024467
2243,Ok Alright (feat. ScHoolboy Q),29885.850145671884
2244,Never Catch Me,35472.98933137822
2245,Bubblin,32963.841338784245
2246,Fool For You,32876.30672253086
2247,From Out of Nowhere,32564.139623556373
2248,Help Yourself,31333.48513459377
2249,All My Love,14562.909826733807
2250,Down Came the Rain,15901.969174411724
2251,Losing You,20288.14230102
2252,One More Time,16114.714141565504
2253,Sci-Fi Woman,12508.934575976838
2254,Goin' Out on Me,62667.13560029762
2255,Time of Our Life,45100.213343105264
2256,Songbird,46106.75833126416
2257,Heartless,107934.61008637561
2258,Mr. Clean,31432.392133888483
2259,Gravy For Pope,41962.84149383171
2260,Buttered Up,35124.52174566404
2261,Charlene,32103.201159188968
2262,The Boys Are Back In Town,37619.759675462774
2263,Magic,30036.504046553986
2264,Whip A Tesla,39638.27739819342
2265,Daddy Aioli Interlude,43904.00038905187
2266,Gravy Train,46633.86467169685
2267,E.T.,32294.057733781297
2268,Alley Oop,44809.0920817131
2269,Richard Simmons,34192.290428619235
2270,Pizzazz,29485.13740211342
2271,1 Thot 2 Thot Red Thot Blue Thot,33796.489270643586
2272,Splash Mountain,29420.837632737424
2273,Angel,30996.560967736143
2274,Marbled - Acoustic Version,30903.761091250188
2275,Better Future,37171.88632919428
2276,The Real Slim Shady,28892.882289244477
2277,Ni**as In Paris,46516.29636288957
2278,"Shame On a Nigga (feat. Raekwon, Ol' Dirty Bastard & Method Man)",41261.50723724607
2279,Whoville,29299.533451392563
2280,Lights On (feat. Ryan Beatty & Santigold),39329.851170257985
2281,Hot Chocolate (feat. Jerry Paper),59590.671615758096
2282,Big Bag,78351.94033087393
2283,When Gloves Come Off (feat. Ryan Beatty),39983.52173067977
2284,Ex Bitch,52083.07372909029
2285,Triumph,54553.20516065234
2286,LIMBO,28216.479254391077
2287,Ecstasy,41141.73287192417
2288,introduction,59366.73075526756
2289,UGLY,35393.93478703365
2290,bad vibes forever,39958.57976684228
2291,School Shooters,37214.80543023447
2292,I Changed Her Life,70862.32881118679
2293,before i realize,29885.85035425871
2294,Kill My Vibe,35472.98898373352
2295,Hot Gyal,32963.8441199419
2296,THE ONLY TIME I FEEL ALIVE,32876.30804358075
2297,the interlude that never ends,32564.140666490493
2298,Daemons,31333.488193867193
2299,ATTENTION!,17849.06632581687
2300,Eat It Up,18163.091413658894
2301,Voss,34527.52163981885
2302,Royalty,22260.85416821243
2303,wanna grow old (i won't let go),23133.205419532806
2304,HEARTEATER,28231.241443237668
2305,NorthStar - Remix,23512.035206876244
2306,CHASE / glass shards,13991.18526372955
2307,numb the pain,25733.287003376656
2308,IT'S ALL FADING TO BLACK,39488.13502740888
2309,I Ain't No Joke,29723.497628612025
2310,Do What I Want,44445.69886129471
2311,Of Course We Ghetto Flowers (feat. Playboi Carti & Offset),28292.14620771204
2312,Original Uzi (4 of Us),41919.58545628473
2313,Money Mitch,32409.08339002842
2314,SideLine Watching (Hold Up),26093.968824451662
2315,I Can Drive,26922.71794576556
2316,You're Lost,33929.16310262075
2317,Erase Your Social,36694.65207540826
2318,Ronda (Winners),30959.920046775187
2319,Seven Million (feat. Future),53283.36463156873
2320,Nikes,42275.68449955087
2321,Ivy,31303.4666666316
2322,Pink + White,14750.2063837497
2323,Be Yourself,43664.96269239209
2324,Solo,31317.713395772193
2325,Skyline To,42356.605039664115
2326,Self Control,11330.369607818617
2327,Good Guy,52108.693085105384
2328,Nights,13358.892260324135
2329,Solo (Reprise),26886.07424393804
2330,Pretty Sweet,11636.079579198204
2331,Facebook Story,14548.320232410037
2332,Close To You,42210.70711576969
2333,White Ferrari,56760.37438903683
2334,Seigfried,30184.77863429399
2335,Godspeed,95711.71550196191
2336,Futura Free,29014.344757117433
2337,Intro : Persona,38040.16014861484
2338,Mikrokosmos,38395.74449113596
2339,Make It Right,39728.70061503964
2340,HOME,38557.59008470623
2341,Jamais Vu,13572.145750846566
2342,Sketches Of Brunswick East I,34391.801893112046
2343,Countdown,16870.178330013685
2344,D-Day,35769.37469322828
2345,Tezeta,12787.16630064419
2346,"Cranes, Planes, Migraines",33256.32495843434
2347,The Spider And Me,34889.38629559497
2348,Sketches Of Brunswick East II,31044.056381555223
2349,Dusk To Dawn On Lygon Street,17849.065074295926
2350,The Book,18163.09016213795
2351,A Journey To (S)Hell,34527.5208750005
2352,Rolling Stoned,22260.852360459954
2353,You Can Be Your Silhouette,23133.202916490915
2354,Sketches Of Brunswick East III,28231.239357369424
2355,Passion,23512.033399123768
2356,The Sweetest,13991.183177861307
2357,Flip Ya Lid,25733.28366598747
2358,Pudpots,39488.13273295381
2359,Damn,29723.496307562138
2360,You Wish,44445.695941079175
2361,Deep Down,28292.143496083325
2362,Chime Out,41919.5828837139
2363,Me!,32409.080678399703
2364,I Am You,26093.96680811236
2365,Soul Purpose,26922.715025550016
2366,African Pirates,33929.15802700802
2367,"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",36694.65005906896
2368,No Disrespect,30959.916987501765
2369,Youth,53283.361016063776
2370,It’s A We Thing,42275.67998016968
2371,Technology,31303.46186913464
2372,My Guitar,14750.203254947337
2373,Tanto Blade,43664.95886830031
2374,Brass Tax,31317.710545085592
2375,Throw Ya Hands Up,42356.60135463022
2376,Happiness,11330.368564884495
2377,Wintertime,52108.6917640555
2378,Have Mercy,13358.8905221006
2379,Sweet Lawd - Skit,26886.073896293336
2380,Bad Idea (feat. Chance the Rapper),11636.078675321965
2381,Thanksgiving,14548.32044099686
2382,RNP (feat. Anderson .Paak),42210.70586424875
2383,Broke As Fuck,56760.37292892906
2384,Thousand Words,30184.776896070456
2385,Way Back Home (feat. Ty Dolla $ign),95711.71348562262
2386,Grandma's House - Skit,29014.347885919797
2387,Been Around,38040.16320788827
2388,Nightmares Are Real (feat. Pusha T),38395.74734182256
2389,Family Matters (feat. Arin Ray),39728.70353525518
2390,We Gon Make It (feat. Meek Mill),38557.59397832695
2391,Lost & Found,13572.147697656925
2392,Futsal Shuffle 2020,34391.79952912804
2393,Walk Man,16870.180207295103
2394,For Free? - Interlude,35769.37212065745
2395,Bulletproof,12787.168803686081
2396,Wesley's Theory,33256.32767006306
2397,King Kunta,34889.38838146321
2398,Institutionalized,51060.58568485129
2399,These Walls,45550.29624091404
2400,u,37210.224446534026
2401,Alright,49490.79587576977
2402,For Sale? - Interlude,48031.79430884748
2403,Momma,49626.51806338305
2404,Hood Politics,44405.82726738159
2405,How Much A Dollar Cost,44679.475386966486
2406,Complexion (A Zulu Love),55786.06858763223
2407,The Blacker The Berry,41001.4276018913
2408,You Ain't Gotta Lie (Momma Said),57005.180993819355
2409,i,123354.92833599178
2410,Mortal Man,23504.402977652175
2411,You've Got a Friend In Me,35026.12444834932
2412,Lose You To Love Me,26483.819388553962
2413,July,32927.370245714446
2414,bad guy,36522.62737434362
2415,Circles,27761.13561808044
2416,ROXANNE,26601.39908104649
2417,HUMBLE. - SKRILLEX REMIX,36589.13126118473
2418,Dark Horse,47635.99557290209
2419,Dark Fantasy,60676.44125735534
2420,Gorgeous,10561.338722466257
2421,All Of The Lights (Interlude),50829.863020025994
2422,All Of The Lights,64279.84558231054
2423,Monster,67464.88219896422
2424,So Appalled,59708.40841967321
2425,Devil In A New Dress,92923.83076005329
2426,Runaway,55609.63094662803
2427,Hell Of A Life,79713.73225300908
2428,Blame Game,43530.427097902764
2429,Lost In The World,16659.807263974057
2430,Who Will Survive In America,41543.30017247953
2431,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,7945.989152155083
2432,JACKBOYS,41524.12713243772
2433,GANG GANG,26657.8923758853
2434,HAD ENOUGH (feat. Quavo & Offset),26756.121007109192
2435,OUT WEST (feat. Young Thug),42437.02243759015
2436,WHAT TO DO? (feat. Don Toliver),30731.568765082353
2437,GATTI,34902.96133272353
2438,Numb / Encore,23059.069958303924
2439,Father Stretch My Hands Pt. 1,22104.441577920657
2440,Pt. 2,33258.53266277371
2441,Famous,24979.524369732182
2442,Feedback,22355.521698093646
2443,Low Lights,33907.78284098832
2444,Highlights,20932.824918022463
2445,Freestyle 4,7604.986363248023
2446,I Love Kanye,30804.17559235076
2447,Waves,40058.1671863993
2448,FML,51060.58547626447
2449,Real Friends,45550.29644950086
2450,Wolves,37210.22284736837
2451,Frank's Track,49490.79531953824
2452,Siiiiiiiiilver Surffffeeeeer Intermission,48031.79444790536
2453,30 Hours,49626.51868914353
2454,No More Parties In LA,44405.82698926582
2455,Facts (Charlie Heat Version),44679.47587366908
2456,Fade,55786.068865748
2457,Saint Pablo,41001.42648942824
2458,Ultralight Beam,57005.180646174646
2459,Broken Boy,123354.92868363648
2460,Black Madonna,23504.40367294159
2461,Night Running,35026.126742804394
2462,Skin and Bones,26483.823490761508
2463,Ready To Let Go,32927.36788173044
2464,House Of Glass,36522.62459318596
2465,Love's The Only Way,27761.133462683254
2466,The War Is Over,26601.397481880835
2467,Dance Dance,36589.12903625861
2468,What I'm Becoming,47635.99452996797
2469,Tokyo Smoke,60676.43972771863
2470,Goodbye,10561.339139639904
2471,Wheels on the Bus,50829.860864628805
2472,Morbid Stuff,64279.84391361594
2473,Kids,67464.88087791433
2474,Free at Last,59708.4060556892
2475,See You at Your Funeral,92923.82811795351
2476,Scorpion Hill,55609.62913887555
2477,Closure,79713.73065384342
2478,"Bloody Mary, Kate and Ashley",43530.42556826605
2479,Sibling Rivalry,16659.806081982053
2480,Full Blown Meltdown,41543.298156140234
2481,Bare Hands,7945.987761576254
2482,City,41524.12428175113
2483,Litmas,26657.8932102326
2484,Airplanes (feat. Hayley Williams of Paramore),26756.12149381178
2485,rockstar (feat. 21 Savage),42437.0200040772
2486,74,30731.566887800935
2487,MTOMB (feat. Liv.e),34902.95820392116
2488,OD,23059.067455262033
2489,EL TORO COMBO MEAL (feat. Mavi),22104.43928346559
2490,TISK TISK / COOKIES,33258.529812087116
2491,4N (feat. Mach-Hommy),24979.525204079477
2492,Billionaire (feat. Bruno Mars),22355.523575375064
2493,The Box,33907.7834667488
2494,Bad Bad Bad (feat. Lil Baby),20932.824709435637
2495,"I Will (feat. KXNG Crooked, Royce Da 5'9"" & Joell Ortiz)",7604.985807016492
2496,TABOO | TA13OO,30804.17475800346
2497,BLACK BALLOONS | 13LACK 13ALLOONZ [FEAT. TWELVE'LEN & GOLDLINK | TWELVE'LEN + GOLDL1NK],40058.16607393624
2498,CASH MANIAC | CAZH MAN1AC [FEAT. NYYJERYA],38574.223227085204
2499,SUMO | ZUMO,22531.96251625186
2500,SUPER SAIYAN SUPERMAN | ZUPER ZA1YAN ZUPERMAN,29842.930415336865
2501,SWITCH IT UP | ZWITCH 1T UP,39408.9076271607
2502,MAD I GOT IT | MAD 1 GOT 1T,40055.963619428374
2503,SIRENS | Z1RENZ [FEAT. J.I.D | J.1.D],39246.04412049045
2504,CLOUT COBAIN | CLOUT CO13A1N,29718.40710873289
2505,THE BLACKEST BALLOON | THE 13LACKEZT 13ALLOON,40752.55236542434
2506,VENGEANCE | VENGEANCE [FEAT. JPEGMAFIA & ZILLAKAMI | JPEGMAF1A + Z1LLAKAM1],27420.300376944037
2507,BLACK METAL TERRORIST | 13 M T,68028.12654206724
2508,All the Funds,35531.85795285858
2509,Blue World,39804.87436235592
2510,Excursions,36893.65186726907
2511,Buggin' Out,22563.683502059444
2512,Rap Promoter,37115.216154123525
2513,Butter,40528.60712010114
2514,Verses from the Abstract,39603.49755353946
2515,Show Business,43740.79223802648
2516,Vibes and Stuff,29446.967939308794
2517,Infamous Date Rape,36762.34193972629
2518,Check the Rhime,30254.50249597859
2519,Everything Is Fair,42453.64593857582
2520,Jazz (We've Got),22432.542456224874
2521,Skypager,25228.40321000069
2522,What?,42435.49374897344
2523,Scenario - LP Mix,21702.0249922925
2524,BEST INTEREST,28901.875836953703
2525,Circles,39395.16421334179
2526,Complicated,58027.676773643376
2527,Good News,37468.09394466901
2528,I Can See,43516.8577780269
2529,Everybody,48586.044716864584
2530,Woods,50630.854856136524
2531,Hand Me Downs,36961.687074937065
2532,That's On Me,33927.120802419195
2533,Hands,56071.08152081545
2534,Surf,27189.576546333323
2535,Once A Day,24637.170559071412
2536,Rodeo - feat. Nas,41576.03881923884
2537,Aman Aman,44966.70238889032
2538,Undead,30452.31347333362
2539,Looking Out for You,20097.965572467918
2540,GROUP B,2303.5316414825033
2541,!!!!!!!,41348.367501794804
2542,xanny,30698.996384634724
2543,you should see me in a crown,28644.008374119312
2544,all the good girls go to hell,33264.803151863234
2545,when the party's over,29384.018490573137
2546,8,30518.48268211387
2547,my strange addiction,32767.047652659683
2548,bury a friend,38574.22440907721
2549,ilomilo,22531.964184946457
2550,listen before i go,29842.932362147225
2551,i love you,39408.90915679741
2552,goodbye,40055.95993439448
2553,Superlative Heroes,39246.039740167136
2554,23,29718.40481427782
2555,Infinite Columns,40752.549167093035
2556,Regards To The Monolith,27420.298986365207
2557,Black Balloons Reprise,68028.12709829876
2558,Track 01,35531.85642322187
2559,Take_it_Back_v2,39804.8736670665
2560,Lay_Up.m4a,36893.65158915331
2561,Pyro (leak 2019),22563.683988762037
2562,DIET_,37115.21587600776
2563,So.Incredible.pkg,40528.606772456435
2564,Track07,39603.49783165522
2565,ꞌCosmicꞌ.m4a,43740.79189038177
2566,Armatage Shanks,29446.968217424557
2567,Brat,36762.34082726323
2568,Stuck with Me,30254.502704565413
2569,Geek Stink Breath,42453.64447846805
2570,No Pride,22432.542247638048
2571,Bab's Uvula Who?,25228.403001413866
2572,86,42435.49249745249
2573,Panic Song,21702.022280663783
2574,Stuart and the Ave.,28901.875906482644
2575,Brain Stew,39395.163239936606
2576,Jaded,58027.67447918831
2577,Westbound Sign,37468.0924150323
2578,Tight Wad Hill,43516.85722179537
2579,Walking Contradiction,48586.040892772806
2580,Airieleon,50630.85443896287
2581,Burnout,36961.68651870553
2582,Having a Blast,33927.12045477449
2583,Chump,56071.081242699685
2584,Longview,27189.57696350697
2585,Welcome to Paradise,24637.16993331094
2586,Pulling Teeth,41576.04020981767
2587,Basket Case,44966.702180303495
2588,She,30452.316949780692
2589,Sassafras Roots,20097.966615402038
2590,When I Come Around,2303.534074995453
2591,Coming Clean,41348.36597215809
2592,Emenius Sleepus,30698.994507353305
2593,In the End,28644.006705424716
2594,F.O.D.,33264.8005792924
2595,All by Myself,29384.019255391493
2596,Magnolia,30518.48170870869
2597,Lookin,32767.047583130745
2598,wokeuplikethis*,25517.325146851646
2599,Let It Go,38518.40832894241
2600,Half & Half,21383.420457178203
2601,New Choppa,28622.456958507733
2602,Other Shit,33793.10153196562
2603,NO. 9,31379.46918113638
2604,dothatshit!,29465.62192144803
2605,Lame Niggaz,28101.460162848267
2606,Yah Mean,46001.745977312705
2607,Kelly K,23628.931227541903
2608,Had 2,35927.66016612977
2609,Long Time - Intro,32577.718099947953
2610,R.I.P.,30032.937113987697
2611,Lean 4 Real (feat. Skepta),22995.792678397887
2612,Old Money,30632.321706456645
2613,Love Hurts (feat. Travis Scott),26092.444843312805
